,rcept_no,corp_cls,corp_code,corp_name,nm,sexdstn,birth_ym,ofcps,rgist_exctv_at,fte_at,chrg_job,main_career,mxmm_shrholdr_relate,hffc_pd,tenure_end_on
0,20230310001024,K,00347062,현대바이오랜드,이희준,남,1968년 01월,대표이사,사내이사,상근,경영전반,"성균관대학교 산업심리학 학사
(주)현대백화점E-커머스 사업부장(2015~2019)
(주)현대백화점 목동점 점장(2020)
(주)현대바이오랜드 대표이사(2020~현재)",-,"2년
3개월",2023년 10월 06일
1,20230310001024,K,00347062,현대바이오랜드,오영근,남,1974년 01월,상무,미등기,상근,경영전략,"중앙대학교 회계학 학사
(주)현대백화점 세무팀장 (2013~2019)
(주)현대백화점 회계팀장 (2020)
(주)현대바이오랜드 임원 (2020~현재)",-,"2년
3개월",-
2,20230310001024,K,00347062,현대바이오랜드,조남석,남,1967년 03월,상무,미등기,상근,"중국법인
총괄","충남대학교 미생물학 학사
충남대학교 미생물학 석사
(주)현대바이오랜드 오창생산팀장 (2016~2019)
(주)현대바이오랜드 생산지원팀장 (2020~2021)
(주)현대바이오랜드 임원 (현재)",-,1년,-
3,20230310001024,K,00347062,현대바이오랜드,황현준,남,1972년 07월,상무,미등기,상근,화장품사업,"경희대학교 경영학 학사
(주)현대백화점 영업본부 팀장 (2015~2020)
(주)현대바이오랜드 임원 (2020~현재)",-,1년,-
4,20230310001024,K,00347062,현대바이오랜드,문경환,남,1972년 07월,상무,미등기,상근,식품사업,"경희대학교 영어교육학 학사
(주)현대백화점 영업본부 팀장 (2015~2020)
(주)현대바이오랜드 식품사업부장 (2021~2022)
(주)현대바이오랜드 임원 (현재)",-,-,-
5,20230310001024,K,00347062,현대바이오랜드,전승목,남,1969년 08월,사내이사,사내이사,비상근,경영관리,"부산대학교 회계학 학사
(주)현대백화점 영업본부 신촌점 총괄팀장(2013~2014)
(주)현대퓨처넷 경영지원실 회계팀장(2015~2017)
(주)현대퓨처넷 경영지원실장(2018~현재)
(주)현대바이오랜드 이사(2020~현재)","계열회사
임원","2년
3개월",2023년 10월 06일
6,20230310001024,K,00347062,현대바이오랜드,윤인수,남,1970년 09월,사내이사,사내이사,비상근,경영관리,"서울대학교 경영학 학사
(주)현대백화점 기획조정본부 경영관리팀장(2013~2017)
(주)현대백화점 기획조정본부 경영관리담당(2018~2019)
(주)한섬 경영지원본부 관리담당(2020~현재)
(주)현대바이오랜드 이사(2020~현재)","계열회사
임원","2년
3개월",2023년 10월 06일
7,20230310001024,K,00347062,현대바이오랜드,김대석,남,1973년 12월,사내이사,사내이사,비상근,경영관리,"경희대학교 경영학 학사
(주)현대백화점 기획조정본부 경영관리팀(2009~2019)
(주)현대백화점 기획조정본부 경영관리팀장(2020~2021)
(주)현대백화점 재무전략담당(2022~현재)
(주)현대바이오랜드 이사(2020~현재)","계열회사
임원","2년
3개월",2023년 10월 06일
8,20230310001024,K,00347062,현대바이오랜드,오현택,남,1962년 11월,"사외이사
(감사위원)",사외이사,비상근,"재무/회계,
감사위원회
보상위원회
내부거래위원회
사외이사후보
추천위원회","연세대학교 경영학 학사
연세대학원 경영학 박사
청주대학교 회계학과 교수(1997~현재)
(주)현대바이오랜드 이사(2020~현재)",-,"2년
9개월",2023년 03월 25일
9,20230310001024,K,00347062,현대바이오랜드,남윤성,남,1973년 08월,"사외이사
(감사위원)",사외이사,비상근,"연구개발,
감사위원회
보상위원회
내부거래위원회
사외이사후보
추천위원회","서울대학교 화학공학과 학사
한국과학기술원 생명과학과 석사
Massachusetts Insittitute of Technology (MIT), 
Biological Engineering 박사
한국과학기술원 신소재공학과 부교수(2014~현재)
(주)현대바이오랜드 이사(2020~현재)",-,"2년
9개월",2023년 03월 25일
10,20230310001024,K,00347062,현대바이오랜드,고광현,남,1964년 11월,"사외이사
(감사위원)",사외이사,비상근,"연구개발,
감사위원회
내부거래위원회","연세대학교 의학과 학사
아주대학원 의학과 박사
CHA의과학대학교 분당차병원 내과학교실 교수(2015~현재)
(주)현대바이오랜드 이사(2022~현재)",-,9개월,2025년 03월 22일
11,20230310001024,K,00347062,현대바이오랜드,신송석,남,1967년 03월,상무,미등기,상근,연구,"한양대학교 공업화학과 학사
서울대학원 화학과 박사
아모레퍼시픽 기술연구원 상무(1998~2016)
(주)현대바이오랜드 임원 (2017~현재)",-,6년,-
12,20230310001024,K,00347062,현대바이오랜드,양현,남,1967년 08월,상무,미등기,상근,"Bio-
Medical
사업","고려대학교 화학공학과 학사
고려대학교 화학공학과 석사
SKC(주) 기술전략팀 부장 (2013~2017)
(주)현대바이오랜드 임원 (2018~현재)",-,4년 ,-
